Date,S&P500,Gold,US Gov Bond,USD/JPY
2021-03-16,3962.5,1730.599976,124.2890625,109.1340009
2021-03-17,3974,1726.800049,124.5390625,109.0290028
2021-03-18,3916.5,1732.199951,124.1640625,108.8910014
2021-03-19,3912.620117,1741.400024,124.140625,108.9310025
2021-03-22,3930,1737.800049,124.2265625,108.8710063
2021-03-23,3899.75,1724.699951,124.359375,108.7760005
2021-03-24,3880.75,1732.900024,124.4375,108.5200017
2021-03-25,3900.5,1724.900024,124.5390625,108.7899972
2021-03-26,3964.75,1732.199951,124.3828125,109.1789986
2021-03-29,3959,1712.099976,124.2265625,109.8360026
2021-03-30,3947.75,1683.900024,124.140625,110.3049972
2021-03-31,3967.5,1713.800049,124.109375,110.7499974
2021-04-01,4010,1726.5,123.5546875,110.6129973
2021-04-05,4067.75,1727,123.3828125,110.1929964
2021-04-06,4064,1741.5,123.71875,109.792999
2021-04-07,4070,1740.099976,123.8125,109.851993
2021-04-08,4089,1756.800049,123.8828125,109.3299977
2021-04-12,4120.25,1731.199951,123.609375,109.3739985
2021-04-13,4132.75,1746.199951,123.875,108.9240076
2021-04-14,4118,1734.900024,123.765625,108.8939941
2021-04-15,4162.5,1765.400024,124.1171875,108.6890042
2021-04-19,4155.5,1769.400024,123.953125,108.0979958
2021-04-20,4126.5,1777.300049,124.1171875,108.1330058
2021-04-21,4164.75,1792.300049,124.09375,108.0390004
2021-04-22,4127.75,1781.199951,124.1015625,107.9779953
2021-04-26,4179.5,1779.199951,123.953125,108.2020035
2021-04-27,4179,1778,123.828125,108.7500004
2021-04-28,4176.25,1773.199951,123.921875,108.5049998
2021-04-29,4203.5,1768.099976,123.8984375,108.9040005
2021-05-03,4185.75,1791.400024,124.0859375,109.087001
2021-05-04,4158.25,1775.800049,124.109375,109.3290069
2021-05-05,4160,1784.099976,124.203125,109.2190005
2021-05-06,4194.25,1815.5,124.2421875,109.0500084
2021-05-10,4183.5,1837.5,124.359375,108.8440009
2021-05-11,4146.25,1835.900024,124.2578125,108.7149971
2021-05-12,4058.75,1822.599976,123.96875,109.6639996
2021-05-13,4107,1823.800049,124.109375,109.5159977
2021-05-17,4157.75,1867.5,124.140625,109.2420022
2021-05-18,4123,1867.800049,124.1875,108.8679928
